Analysis Date,Total Records Analyzed,Date Range,Model R² Score,Statistical Significance (p-value),Key Finding
2025-09-09,211218,2023-05-01 00:00:00 to 2025-05-01 00:00:00,-0.07163621581902069,0.026562044930869777,Sentiment significantly impacts trader performance
